shapeid,osm_id,name,highway,waterway,aerialway,barrier,man_made,z_order,other_tags
19,263721959,Dr. Paul Dudley White Path,cycleway,NULL,NULL,NULL,NULL,10,"""bridge""=>""yes"",""cycleway""=>""track"",""foot""=>""yes"""
20,8616091,Amherst Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""145472"",""oneway""=>""yes"",""width""=>""18.3"""
21,158695015,NULL,service,NULL,NULL,NULL,NULL,0,"""oneway""=>""yes"""
22,327743492,Jefferson Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""202066"",""oneway""=>""yes"",""width""=>""9.8"""
23,356867803,Main Street,secondary,NULL,NULL,NULL,NULL,6,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""construction""=>""trunk"",""cycleway""=>""lane"",""foot""=>""yes"",""lanes""=>""1"",""massgis:ref""=>""0 N323"",""massgis:way_id""=>""147645"",""motor_vehicle""=>""yes"",""oneway""=>""y"
24,158695016,NULL,service,NULL,NULL,NULL,NULL,0,"""oneway""=>""yes"""
25,263721961,Dr. Paul Dudley White Path,cycleway,NULL,NULL,NULL,NULL,10,"""bridge""=>""yes"",""cycleway""=>""track"",""foot""=>""yes"""
26,158695017,NULL,service,NULL,NULL,NULL,NULL,0,"""oneway""=>""yes"""
27,263721962,Dr. Paul Dudley White Path,cycleway,NULL,NULL,NULL,NULL,0,"""cycleway""=>""track"",""foot""=>""yes"""
28,158695018,NULL,footway,NULL,NULL,NULL,NULL,0,"""footway""=>""crossing"""
29,263822463,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
30,8616106,NULL,trunk_link,NULL,NULL,NULL,NULL,18,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""lanes""=>""1"",""massgis:way_id""=>""49"",""oneway""=>""yes"",""turn:lanes""=>""reverse"""
31,8616110,NULL,trunk_link,NULL,NULL,NULL,NULL,8,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""hgv""=>""no"",""lanes""=>""2"",""massgis:way_id""=>""145418"",""oneway""=>""yes"",""width""=>""15.2"""
32,263832798,NULL,footway,NULL,NULL,NULL,NULL,0,"""footway""=>""crossing"""
33,426671710,Galileo Galilei Way,secondary,NULL,NULL,NULL,NULL,6,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""cycleway""=>""lane"",""hazmat""=>""designated"",""lanes""=>""2"",""massgis:way_id""=>""146255"",""oneway""=>""yes"",""turn:lanes""=>""left|"",""width""=>""12.2"""
34,263834460,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
35,426671711,Galileo Galilei Way,secondary,NULL,NULL,NULL,NULL,6,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""cycleway""=>""lane"",""hazmat""=>""designated"",""lanes""=>""2"",""massgis:way_id""=>""146255"",""oneway""=>""yes"",""width""=>""12.2"""
36,263834463,NULL,steps,NULL,NULL,NULL,NULL,0,NULL
37,426671712,Galileo Galilei Way,secondary,NULL,NULL,NULL,NULL,6,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""cycleway""=>""lane"",""hazmat""=>""designated"",""lanes""=>""2"",""massgis:way_id""=>""146255"",""oneway""=>""yes"",""width""=>""12.2"""
38,8616115,Athenaeum Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""199914"",""oneway""=>""no"",""width""=>""15.9"""
39,361558867,Red Line,NULL,NULL,NULL,NULL,NULL,-15,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""colour""=>""#ff0000"",""electrified""=>""rail"",""frequency""=>""0"",""gauge""=>""1435"",""layer""=>""-1"",""line""=>""Red"",""massgis:geom_id""=>""79"",""railway""=>""subway"",""tunnel""=>""yes"",""voltage""=>""6"
40,263834466,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
41,263835765,NULL,footway,NULL,NULL,NULL,NULL,0,"""footway""=>""crossing"""
42,8616121,Memorial Drive,trunk,NULL,NULL,NULL,NULL,8,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""hgv""=>""no"",""lanes""=>""2"",""massgis:way_id""=>""144604"",""oneway""=>""yes"",""ref""=>""MA 3"",""start_date""=>""05/08/2004"",""width""=>""30.5"""
43,8604813,Monsignor O'Brien Highway,trunk,NULL,NULL,NULL,NULL,8,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""3"",""massgis:way_id""=>""159753"",""oneway""=>""yes"",""ref""=>""MA 28"",""width""=>""30.5"""
44,364716656,NULL,path,NULL,NULL,NULL,NULL,0,"""access""=>""private"",""bicycle""=>""no"",""foot""=>""permissive"",""horse""=>""no"",""motor_vehicle""=>""private"""
45,263841884,NULL,footway,NULL,NULL,NULL,NULL,0,"""footway""=>""crossing"""
46,364716658,NULL,footway,NULL,NULL,NULL,NULL,10,"""access""=>""private"",""bicycle""=>""no"",""bridge""=>""yes"",""foot""=>""permissive"",""horse""=>""no"""
47,163650326,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
48,263841885,NULL,footway,NULL,NULL,NULL,NULL,0,"""footway""=>""crossing"""
49,163650328,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
50,8616130,Sciarappa Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""2"",""massgis:way_id""=>""193328"",""width""=>""14.6"""
51,163650330,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
52,368829142,NULL,service,NULL,NULL,NULL,NULL,0,"""oneway""=>""yes"",""service""=>""parking_aisle"",""surface""=>""asphalt"""
53,368829143,NULL,service,NULL,NULL,NULL,NULL,0,"""service""=>""driveway"""
54,263842175,NULL,footway,NULL,NULL,NULL,NULL,0,"""footway""=>""crossing"""
55,8616139,Michael Way,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""157877"",""width""=>""12.2"""
56,368829144,NULL,service,NULL,NULL,NULL,NULL,0,"""oneway""=>""yes"",""service""=>""parking_aisle"",""surface""=>""asphalt"""
57,8616144,Willow Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""181914"",""oneway""=>""yes"",""width""=>""8.2"""
58,8615295,Third Street,secondary,NULL,NULL,NULL,NULL,6,"""alt_name""=>""3rd Street"",""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""182982"",""width""=>""14.6"""
59,368829145,NULL,service,NULL,NULL,NULL,NULL,0,"""oneway""=>""no"",""service""=>""parking_aisle"",""surface""=>""asphalt"""
60,263844321,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
61,368989504,NULL,footway,NULL,NULL,NULL,NULL,0,"""access""=>""yes"",""crossing""=>""zebra"",""foot""=>""yes"",""footway""=>""crossing"",""surface""=>""paved"""
62,368989505,NULL,pedestrian,NULL,NULL,NULL,NULL,0,"""access""=>""yes"",""bicycle""=>""no"",""foot""=>""yes"",""horse""=>""no"",""motor_vehicle""=>""no"",""sidewalk""=>""separate"""
63,263844322,NULL,footway,NULL,NULL,NULL,NULL,0,"""foot""=>""yes"",""footway""=>""sidewalk"""
64,369021263,NULL,pedestrian,NULL,NULL,NULL,NULL,0,"""foot""=>""yes"",""motor_vehicle""=>""no"",""sidewalk""=>""separate"",""surface""=>""concrete"""
65,263844323,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
66,264034148,NULL,footway,NULL,NULL,NULL,NULL,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""paved"""
67,8615300,Sixth Street,tertiary,NULL,NULL,NULL,NULL,4,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""107849"",""width""=>""15.9"""
68,370197761,Main Street,secondary,NULL,NULL,NULL,NULL,6,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""cycleway""=>""lane"",""lanes""=>""1"",""massgis:ref""=>""0 N323"",""massgis:way_id""=>""147645"",""oneway""=>""yes"",""width""=>""21.3"""
69,370197990,NULL,footway,NULL,NULL,NULL,NULL,0,"""crossing""=>""zebra"",""footway""=>""crossing"""
70,8615335,Berkshire Place,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""1"",""massgis:way_id""=>""127990"",""width""=>""4.3"""
71,8616187,Washington Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""168059"",""oneway""=>""yes"",""width""=>""12.2"""
72,8616188,NULL,service,NULL,NULL,NULL,NULL,0,"""service""=>""parking_aisle"""
73,265455268,Elm Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""123665"",""oneway""=>""yes"",""width""=>""12.8"""
74,8605306,Warren Street,secondary,NULL,NULL,NULL,NULL,6,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""207152"",""oneway""=>""yes"",""width""=>""9.1"""
75,8616189,Elm Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""123665"",""oneway""=>""yes"",""width""=>""12.2"""
76,268973757,Spring Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""191582"",""oneway""=>""-1"",""width""=>""15.2"""
77,268974027,Thorndike Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""133599"",""oneway""=>""yes"",""width""=>""14.0"""
78,268980333,NULL,service,NULL,NULL,NULL,NULL,0,"""oneway""=>""no"",""service""=>""parking_aisle"""
79,268980334,NULL,service,NULL,NULL,NULL,NULL,0,"""oneway""=>""no"",""service""=>""parking_aisle"""
80,268980335,NULL,service,NULL,NULL,NULL,NULL,0,"""oneway""=>""no"",""service""=>""parking_aisle"""
81,268980336,NULL,service,NULL,NULL,NULL,NULL,0,"""oneway""=>""no"",""service""=>""parking_aisle"""
82,8615344,Berkshire Place,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""1"",""massgis:way_id""=>""127990"",""width""=>""4.3"""
83,268980337,NULL,service,NULL,NULL,NULL,NULL,0,"""oneway""=>""no"",""service""=>""parking_aisle"""
84,434970304,NULL,service,NULL,NULL,NULL,NULL,0,"""access""=>""private"""
85,268980338,NULL,service,NULL,NULL,NULL,NULL,0,"""oneway""=>""no"",""service""=>""parking_aisle"""
86,434970305,NULL,footway,NULL,NULL,NULL,NULL,0,"""footway""=>""crossing"""
87,434970306,Escher's Canyon,footway,NULL,NULL,NULL,NULL,0,"""access""=>""private"",""foot""=>""permissive"""
88,434970307,NULL,footway,NULL,NULL,NULL,NULL,0,"""access""=>""private"",""foot""=>""permissive"""
89,268980339,NULL,service,NULL,NULL,NULL,NULL,0,"""oneway""=>""-1"",""service""=>""driveway"""
90,434976072,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
91,8615357,Seventh Street,residential,NULL,NULL,NULL,NULL,3,"""alt_name""=>""7th Street"",""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""1"",""massgis:way_id""=>""124339"",""oneway""=>""yes"",""width""=>""12.2"""
92,434976073,NULL,service,NULL,NULL,NULL,NULL,0,"""access""=>""private"""
93,434976074,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""up"""
94,434976076,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
95,268980340,NULL,service,NULL,NULL,NULL,NULL,0,"""oneway""=>""-1"",""service""=>""driveway"""
96,8615358,Willow Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""181914"",""oneway""=>""yes"",""width""=>""8.5"""
97,434976077,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""down"""
98,268982968,NULL,service,NULL,NULL,NULL,NULL,0,"""oneway""=>""yes"",""service""=>""driveway"""
99,434976079,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""up"""
100,8616211,Marney Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""126125"",""width""=>""12.2"""
101,8605671,NULL,unclassified,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""274"""
102,434976080,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
103,268982969,NULL,service,NULL,NULL,NULL,NULL,0,"""oneway""=>""yes"",""service""=>""parking_aisle"""
104,434976081,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
105,8616222,NULL,footway,NULL,NULL,NULL,NULL,0,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""foot""=>""yes"",""massgis:way_id""=>""49"""
106,8605673,NULL,unclassified,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""274"",""oneway""=>""yes"""
107,434976083,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
108,268982970,NULL,service,NULL,NULL,NULL,NULL,0,"""oneway""=>""no"",""service""=>""driveway"""
109,33468086,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
110,434979487,NULL,footway,NULL,NULL,NULL,NULL,0,"""foot""=>""permissive"""
111,268982971,NULL,service,NULL,NULL,NULL,NULL,0,"""service""=>""parking_aisle"""
112,434979488,NULL,steps,NULL,NULL,NULL,NULL,0,"""foot""=>""permissive"",""incline""=>""down"""
113,8616230,NULL,service,NULL,NULL,NULL,NULL,0,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""49"""
114,8605680,NULL,service,NULL,NULL,NULL,NULL,0,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""274"",""service""=>""driveway"""
115,434979489,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""up"""
116,33468092,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
117,8616232,NULL,service,NULL,NULL,NULL,NULL,0,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"""
118,268982972,NULL,service,NULL,NULL,NULL,NULL,0,"""oneway""=>""no"",""service""=>""driveway"""
119,434979490,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
120,8615369,Oakland Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""212860"",""width""=>""9.1"""
121,434987904,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
122,33468094,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
123,434987912,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
124,268985051,NULL,service,NULL,NULL,NULL,NULL,0,"""service""=>""driveway"""
125,434987919,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
126,434987921,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
127,33468099,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
128,242655751,Wadsworth Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""152600"",""width""=>""14.6"""
129,434987924,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""up"""
130,268998725,NULL,service,NULL,NULL,NULL,NULL,-20,"""lanes""=>""2"",""layer""=>""-1"",""service""=>""driveway"",""tunnel""=>""yes"""
131,435052267,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""up"""
132,435052268,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
133,8616238,Broad Canal Way,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"""
134,33468102,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
135,435052269,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
136,435052270,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""down"""
137,435052271,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
138,8615377,Suffolk Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""202735"",""oneway""=>""yes"",""width""=>""10.4"""
139,435052273,NULL,service,NULL,NULL,NULL,NULL,0,"""access""=>""private"""
140,8616240,NULL,service,NULL,NULL,NULL,NULL,0,NULL
141,435052275,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""down"""
142,8615381,Amherst Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bicycle""=>""yes"",""condition""=>""deficient"",""foot""=>""yes"",""lanes""=>""2"",""massgis:way_id""=>""182472"",""motor_vehicle""=>""yes"",""oneway""=>""no"",""width""=>""18.3"""
143,435052276,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
144,8615384,Union Place,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""1"",""massgis:way_id""=>""188363"",""width""=>""4.9"""
145,435052278,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
146,435052279,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
147,435052280,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
148,435052281,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""down"""
149,435052282,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
150,435052283,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
151,171955732,NULL,NULL,NULL,NULL,fence,NULL,0,NULL
152,435052284,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
153,171956409,NULL,service,NULL,NULL,NULL,NULL,0,"""service""=>""parking_aisle"""
154,435068251,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
155,8616254,Elm Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""123665"",""oneway""=>""yes"",""width""=>""12.8"""
156,172049984,NULL,footway,NULL,NULL,NULL,NULL,0,"""foot""=>""yes"",""footway""=>""crossing"""
157,435068252,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
158,8615391,Eighth Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""185581"",""oneway""=>""yes"",""width""=>""12.2"""
159,172049985,NULL,footway,NULL,NULL,NULL,NULL,0,"""foot""=>""yes"",""footway""=>""crossing"""
160,435068253,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
161,172050574,NULL,footway,NULL,NULL,NULL,NULL,0,"""foot""=>""yes"",""footway""=>""crossing"""
162,435068254,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""down"""
163,33720430,Main Street,secondary,NULL,NULL,NULL,NULL,6,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""cycleway""=>""lane"",""lanes""=>""2"",""massgis:ref""=>""0 N323"",""massgis:way_id""=>""147645"",""oneway""=>""yes"",""width""=>""21.3"""
164,172051135,NULL,footway,NULL,NULL,NULL,NULL,0,"""foot""=>""yes"""
165,329198597,Thorndike Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""133599"",""width""=>""12.2"""
166,435068255,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
167,172051740,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
168,8615404,Union Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""155667"",""oneway""=>""yes"",""width""=>""9.8"""
169,435068256,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""up"""
170,172053667,NULL,footway,NULL,NULL,NULL,NULL,0,"""foot""=>""yes"""
171,435068257,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
172,172053668,NULL,footway,NULL,NULL,NULL,NULL,0,"""foot""=>""permissive"""
173,329198598,Otis Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""108462"",""width""=>""12.8"""
174,435068258,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
175,172053669,NULL,footway,NULL,NULL,NULL,NULL,0,"""foot""=>""permissive"""
176,435068259,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""up"""
177,172053670,NULL,steps,NULL,NULL,NULL,NULL,0,"""foot""=>""permissive"""
178,329198599,Sciarappa Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""2"",""massgis:way_id""=>""193328"",""width""=>""14.6"""
179,435068260,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
180,172053671,NULL,footway,NULL,NULL,NULL,NULL,0,"""foot""=>""yes"""
181,8615406,Lilac Court,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""1"",""massgis:way_id""=>""187890"",""surface""=>""unpaved"",""width""=>""3.7"""
182,435068261,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""down"""
183,172053672,NULL,steps,NULL,NULL,NULL,NULL,0,"""foot""=>""permissive"""
184,435068262,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
185,172053673,NULL,footway,NULL,NULL,NULL,NULL,0,"""foot""=>""permissive"""
186,329198601,Fifth Street,residential,NULL,NULL,NULL,NULL,3,"""alt_name""=>""5th Street"",""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""192238"",""width""=>""14.6"""
187,435077009,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""down"""
188,172053674,NULL,footway,NULL,NULL,NULL,NULL,0,"""foot""=>""yes"""
189,435077010,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
